"record","t","f1","f2","intensity","vowel"
"27361","1.1117499999999998","494.15929187520476","1738.2482396974115","80.72899662581715","e"
"27361","1.1179999999999999","491.8739434108855","1561.9661678587356","80.98068515644724","e"
"27361","1.12425","492.78511107606454","1532.1629822041966","80.71355931704443","e"
"27361","1.1305","486.3700613148088","1623.6091926770064","80.29398823904994","e"
"27361","1.1367499999999997","480.49708569954623","1537.790605164576","79.99002949520091","e"
"27361","1.1429999999999998","482.1300582929698","1433.1205059651836","79.44826411339275","e"
"27361","1.1492499999999999","489.97797175069894","1400.4682316887465","78.44270194379303","e"
"27361","1.1555","489.7193000767231","1453.1923153325652","77.18459574425607","e"
"27361","1.16175","467.8978792270844","1484.450548676557","75.67077496381344","e"
"27361","1.1679999999999997","433.8156177586603","1341.9893924119733","73.87728020513141","e"
"27361","1.1742499999999998","376.7602898292139","1231.723262546756","72.51719036632028","e"
"27361","1.1804999999999999","343.62436086729787","997.6739159053662","72.16745078051034","e"
"27361","1.2742499999999999","544.7125227039453","1296.2399673333941","72.72628523926956","a"
"27361","1.2805","553.8516689184119","1320.9290162445545","72.45196076744169","a"
"27361","1.28675","553.4933610039805","1334.330307655235","72.14058664950247","a"
"27361","1.2929999999999997","559.8179175327373","1335.3644806048164","71.67412397363465","a"
"27361","1.2992499999999998","574.8108877873462","1331.2934259039807","70.93568169213866","a"
"27361","1.3054999999999999","564.1464730291457","1328.0433716572866","69.83360065982332","a"
"27361","1.31175","545.5891945617427","1338.185700525555","68.32998854578125","a"
"27361","1.318","499.9284463280788","1345.9393732577234","66.63803310835233","a"
"27361","1.3242499999999997","471.61570415995175","1298.3036511909347","65.51169408418264","a"
"27361","1.3304999999999998","483.68273819251226","1246.1632034994393","64.65480628646434","a"
"27361","1.3367499999999999","525.9223239756307","1239.9366478851866","63.72228449525903","a"
"27361","1.343","533.6978861878449","1247.0285163658418","62.77064455393232","a"
"27361","1.34925","472.7451701180958","1260.902465158843","62.593657717288195","a"
"27361","1.3554999999999997","365.4963116104195","1263.485117245114","62.33494672806488","a"
"27361","1.3617499999999998","776.5763588023347","1637.0219236192988","61.55090540709902","a"
"27361","1.3679999999999999","851.6416791308088","1640.9821586260143","60.20974752727893","a"
"27361","1.37425","449.193872492445","1261.3028991273022","59.06033922021131","a"
"27361","1.3805","395.88164600631404","1265.798718960566","59.45537681460973","a"
"27361","1.3867499999999997","348.48075629111815","1252.851425590226","60.15896096194765","a"
"27361","1.3929999999999998","350.85137128461497","1218.620493910918","59.77981218899031","a"
"27361","1.3992499999999999","440.7714158328702","1220.4354086287965","57.346160988666796","a"
"27361","1.4055","548.9563232103962","1219.5224670786922","55.12653480712396","a"
"27361","1.41175","425.41148027100235","1156.901738162372","55.648436662004826","a"
"27361","1.4179999999999997","302.1397041405222","1165.6034956380604","57.515475831750955","a"
"27361","1.4242499999999998","266.3108113912176","1194.79643465122","58.07152822682377","a"
"27361","1.4304999999999999","221.59444717965928","1199.1014132059825","57.153565557809166","a"
"27361","1.43675","733.3570338829155","1622.6034092812838","56.08708681364576","a"
"27361","1.443","1240.7884551720051","1996.1692707139118","55.14377445301881","a"
"27361","1.4492499999999997","1161.5668273077197","1932.9510456053945","54.597613465487974","a"
"27361","1.4554999999999998","1204.2720687815754","1948.3098827478916","54.760392155392374","a"
"27361","1.4617499999999999","1198.2536397319554","1996.7354826778121","54.531140125004605","a"
"27361","1.468","1061.832782776515","1922.3249413309861","53.06298322792944","a"
"27361","1.47425","979.9551987751889","1879.2627904538688","51.22645933930022","a"
"27361","1.4804999999999997","947.233646004338","1929.6551312143333","50.037426710146036","a"
"27361","1.4867499999999998","1025.0993569737695","1992.7661232005353","49.185353359288676","a"
"27361","1.4929999999999999","1081.035446970107","2014.0688438905959","48.28984947222696","a"
"27361","1.49925","1048.2684366925996","1945.999450011019","47.707806971231385","a"
"27361","1.5055","1046.6614621414703","1903.3590350533932","47.397422138404664","a"
"27361","1.5117499999999997","nan","nan","nan","a"
"27364","0.9539999999999998","545.1679666024468","1238.2884409020255","70.42002692055794","a"
"27364","0.9602499999999998","565.2369386829957","1166.371127376755","71.60173384295574","a"
"27364","0.9664999999999998","575.9163293956763","1146.7889609599256","72.23445699818669","a"
"27364","0.9727499999999998","582.4758219495828","1161.390978923204","72.54094619733326","a"
"27364","0.9789999999999998","593.0886914862475","1210.1025998143891","72.84554132077783","a"
"27364","0.9852499999999998","602.0390136726178","1230.1336342459635","73.11585580280092","a"
"27364","0.9914999999999998","607.7313327925353","1221.3659569796023","73.09203803615439","a"
"27364","0.9977499999999998","609.6649757166047","1204.7602375706083","72.59250100777757","a"
"27364","1.0039999999999998","615.2868959933285","1180.6919724983231","71.51295070268321","a"
"27364","1.0102499999999996","615.6853607972246","1174.9606268979828","69.89987095319064","a"
"27364","1.0164999999999997","603.5184581844792","1163.8614002009454","67.57195574702229","a"
"27364","1.0227499999999998","599.8833193129","1110.8687406370482","65.58838564558","a"
"27364","1.029","524.742289883462","1052.6991397177276","64.96432769645293","a"
"27364","1.03525","463.00936289144795","988.7673228411257","66.33055847576104","a"
"27364","1.0414999999999996","460.14547806266637","921.6978009802654","67.09466669632761","a"
"27364","1.0477499999999997","342.96233753198186","995.038145427473","66.96379534360595","a"
"27364","1.0539999999999998","307.74632805626163","1165.5563875783507","65.67537705719549","a"
"27364","1.16025","552.3122114823459","1198.697408870074","63.0781423326954","a"
"27364","1.1664999999999996","527.4205092745574","1187.6327533439032","61.54351184725379","a"
"27364","1.1727499999999997","494.5006401026332","1178.2235963778026","59.272036088396796","a"
"27364","1.1789999999999998","500.3623613069301","1199.0822101361016","57.718212928777405","a"
"27364","1.18525","504.1587820932122","1233.7031576307888","56.58146132004545","a"
"27364","1.1915","475.72508695742505","1271.9667153570854","56.219537904188726","a"
"27364","1.1977499999999996","468.3090579646346","1299.2649585475583","56.594687074388744","a"
"27364","1.2039999999999997","465.7016514837673","1255.151601074158","57.54232462122311","a"
"27364","1.2102499999999998","397.3901628954516","1273.9567870888309","59.99704895764715","a"
"27364","1.2165","324.80199808484986","1365.5338308221892","61.811112152141774","a"
"27364","1.22275","266.47899893199275","1396.0176248516846","61.80296357207025","a"
"27364","1.2289999999999996","297.1035029262373","1412.5213926885513","59.937185443828064","a"
"27365","1.0492499999999998","720.1890818854783","1312.1358065283735","62.22781733646164","a"
"27365","1.0554999999999999","721.4566783808718","1312.3335873717301","66.58859317732919","a"
"27365","1.06175","731.6149294098543","1329.616449708962","68.9421094526424","a"
"27365","1.068","727.1196631753394","1333.4195245824276","70.06734729493921","a"
"27365","1.0742499999999997","713.013328693489","1344.8039353547897","70.64244523545916","a"
"27365","1.0804999999999998","711.8253421457213","1373.1126293693528","71.13330938460234","a"
"27365","1.0867499999999999","702.0345873652558","1399.8735241320705","71.47006650730154","a"
"27365","1.093","697.8381876221622","1433.0145015587518","71.68007155892101","a"
"27365","1.09925","725.2630668180436","1462.1610852745964","71.82884908582488","a"
"27365","1.1054999999999997","737.2959202843855","1486.0557989642643","71.90791646234605","a"
"27365","1.1117499999999998","718.9935279756908","1510.8944441184585","71.85817601853462","a"
"27365","1.1179999999999999","681.5042077560969","1546.6532499952293","71.79557461510055","a"
"27365","1.12425","640.9297496764168","1573.813531474032","71.64777747312026","a"
"27365","1.1305","615.0970528251652","1586.5848239508784","71.37990015015146","a"
"27365","1.1367499999999997","606.019946149665","1600.5809217154872","70.9037244387031","a"
"27365","1.1429999999999998","600.7087500220192","1610.1182989951253","70.01551934677434","a"
"27365","1.1492499999999999","554.2933553366711","1594.1003353689725","68.22389443004275","a"
"27365","1.1555","524.1094287637125","1544.3115527785335","66.73502607519642","a"
"27365","1.218","495.883994005945","2114.4859872454313","71.45903801456471","i"
"27365","1.22425","481.5689301969794","1995.9458201931075","71.5553100373176","i"
"27365","1.2304999999999997","457.3323093767415","1931.8583846882311","71.35664027664392","i"
"27365","1.2367499999999998","436.43359736323885","2191.435973346575","71.196497162119","i"
"27365","1.2429999999999999","426.5797805102995","2404.3890914436142","71.0730145849668","i"
"27365","1.24925","422.4332146178576","2411.063057703975","70.94881146375349","i"
"27365","1.2555","409.640935949804","2379.220011972131","70.7855609163911","i"
"27365","1.2617499999999997","381.2772807705362","2356.837017984112","70.65273822414797","i"
"27365","1.2679999999999998","354.7591817090183","2358.012175250964","70.42623468231575","i"
"27365","1.2742499999999999","351.1573331966873","2390.887734244058","70.04781278334326","i"
"27365","1.2805","349.9192576172982","2353.359063652251","69.50212604419089","i"
"27365","1.28675","330.9893313293437","2340.8885886144108","68.85069032496237","i"
"27365","1.2929999999999997","313.41631588755854","2382.0495921561364","67.95300538684128","i"
"27365","1.2992499999999998","299.11960282338566","2282.4464800564238","66.70075822206745","i"
"27365","1.4179999999999997","397.3811529196873","1611.6454671700421","70.5332732249315","o"
"27365","1.4242499999999998","399.3393820364397","1529.3271633678","70.51044391312388","o"
"27365","1.4304999999999999","403.62010124436955","1399.6946271607312","70.09898153245908","o"
"27365","1.43675","412.1485618206297","1310.679770497274","69.27100160657922","o"
"27365","1.443","418.6778984623899","1255.9371497439802","68.09203209413363","o"
"27365","1.4492499999999997","421.8324868025802","1210.0519176989667","66.69424736548427","o"
"27365","1.4554999999999998","413.60543106173407","1184.3328323691871","65.26288944884242","o"
"27365","1.4617499999999999","397.16066747833685","1146.169341425035","63.770100351163066","o"
"27365","1.468","391.2279759958781","1111.3999449505072","61.69524304375524","o"
"27365","1.47425","421.0924513588441","1096.25946907686","59.470152167673376","o"
"27365","1.4804999999999997","475.3129623978616","1054.2200462173873","57.59715038863821","o"
"27365","1.4867499999999998","513.1460459971363","1140.0296270742529","55.90906018297115","o"
"27365","1.4929999999999999","489.0541914446244","1347.7338700180717","52.94841109875674","o"
"27365","1.49925","307.95311207301165","1415.031279951649","51.47193912347831","o"
"27365","1.5055","690.1061717449214","1835.1677214077883","51.13405045457374","o"
"27365","1.5117499999999997","nan","nan","nan","o"
"27387","0.911875","425.9406436171564","860.0809076249277","82.74795482305328","o"
"27387","0.918125","412.65919565176284","781.1052199258845","82.47541285380132","o"
"27387","0.9243750000000001","433.0836636470084","773.6657195098969","81.97847649410542","o"
"27387","0.930625","463.4924307905926","775.1962211429675","81.39660682497428","o"
"27387","0.936875","482.4489842479948","809.1328339998541","81.06224090480897","o"
"27387","0.943125","495.5900596527755","860.125399930143","81.33495090026712","o"
"27387","0.949375","507.81287262635175","914.278162753388","81.51074766445743","o"
"27387","0.9556250000000001","516.7938747430469","970.6696167172922","81.61081362847983","o"
"27387","0.961875","521.4898955397136","1010.34688262706","81.81447205694052","o"
"27387","0.968125","522.7547608439859","1064.316655464469","82.31273817172648","o"
"27387","0.974375","519.1126624774205","1147.2854598039407","82.89117222875915","o"
"27387","0.980625","518.2586058317642","1220.311909272984","83.32770697402488","o"
"27387","0.9868750000000001","507.2238412835712","1282.6882425312706","83.63356732131123","o"
"27387","0.993125","485.2701487980325","1365.5836339537213","83.85251352730545","o"
"27387","0.999375","465.3170093597908","1435.9948265658973","84.02988416844347","o"
"27387","1.005625","447.2318407254486","1492.3436441964654","84.2032799199225","o"
"27387","1.0118749999999999","435.09728275416467","1550.474982291148","84.02096839366878","o"
"27387","1.1368749999999999","442.9122199286994","1488.1973110366525","79.12137067682768","o"
"27387","1.143125","456.36856879116226","1435.0462684620645","79.66252015082318","o"
"27387","1.149375","451.3095332316827","1381.3687924525927","80.1941733825885","o"
"27387","1.1556250000000001","457.455220231375","1311.0992242102516","80.1312497421038","o"
"27387","1.1618750000000002","474.6986903210166","1250.488585388746","79.48821585401438","o"
"27387","1.1681249999999999","489.4301456578347","1243.9824011649303","78.65770369644926","o"
"27387","1.174375","492.1891122588577","1238.533633290831","78.29329837539906","o"
"27387","1.180625","485.54306608029657","1187.8699372247177","77.83722556580456","o"
"27387","1.1868750000000001","491.3257349594458","1098.9492518212319","76.57019485809764","o"
"27387","1.1931250000000002","525.3504032064045","1033.0245581463723","74.64919402640331","o"
"27387","1.1993749999999999","520.4985975212571","1026.9344106988428","73.41478003653985","o"
"27387","1.205625","478.254527710511","1031.608217605133","73.59886730552148","o"
"27387","1.211875","464.2980845376234","1044.309239618701","73.06603449197054","o"
"27387","1.2181250000000001","458.9123543499669","1092.0093591939014","71.78409965785188","o"
"27387","1.2243750000000002","453.3580531255979","1192.6557475001666","70.31939894642954","o"
"27387","1.2306249999999999","462.8636769414269","1295.9958336862546","68.4342814383099","o"
"27387","1.236875","438.2329024856019","1365.7567726879938","66.57241603706815","o"
"27387","1.243125","445.09034589609496","1390.1402913338666","64.31464444560358","o"
"27387","1.2493750000000001","506.48000958204733","1482.3765811331932","62.37221650130678","o"
"27387","1.2556250000000002","nan","nan","nan","o"
"28102","0.815875","405.01015376213195","1464.6876732202222","72.40937372573781","i"
"28102","0.822125","405.38163505058594","1379.2758651596064","72.54359918531313","i"
"28102","0.8283750000000001","409.8742621054347","1336.0131498598562","72.68557721828756","i"
"28102","0.8346250000000001","416.07112595645174","1315.474213511246","72.86476049675231","i"
"28102","0.840875","425.88392750195527","1337.441970289866","73.08738607398548","i"
"28102","0.847125","424.1272128709502","1343.7017458041892","73.32816707854236","i"
"28102","0.853375","420.4064192309679","1310.193240647412","73.46238847453668","i"
"28102","0.8596250000000001","423.4673312294938","1275.1457998905908","73.51659847469551","i"
"28102","0.8658750000000001","422.6025671184607","1262.8608618364733","73.51331773811684","i"
"28102","0.872125","424.59234557183737","1273.8009489044507","73.47210572201891","i"
"28102","0.878375","430.1507193544123","1290.2313164069317","73.38583253411332","i"
"28102","0.884625","447.5852046406375","1337.7390201249825","73.43050618557102","i"
"28102","0.8908750000000001","469.21145661345963","1342.5577957512287","73.63151628945882","i"
"28102","0.8971250000000001","475.68533953579504","1308.9587625351678","73.93177863870834","i"
"28102","0.903375","475.2945809511743","1359.1359427935854","74.19076404874791","i"
"28102","0.909625","482.2141023095378","1434.0574447909964","74.34920310434539","i"
"28102","0.915875","497.0333818978237","1447.363002457628","74.32142701308271","i"
"28102","0.9221250000000001","511.70701231927933","1386.567099899432","74.13564156700912","i"
"28102","0.9283750000000001","522.8845670713179","1323.521185508278","73.91980567927371","i"
"28102","0.934625","534.0161925690859","1370.319514020267","73.99561159036938","i"
"28102","0.940875","547.436413650076","1434.6677654208543","74.36653637860505","i"
"28102","0.947125","556.3051256039496","1437.8292662493004","74.82896342335852","i"
"28102","0.9533750000000001","577.7201584601639","1455.7984208267703","75.25841871506037","i"
"28102","0.9596250000000001","612.8885472016566","1455.0892871087008","75.62588694587414","e"
"28102","0.965875","650.2003786094499","1461.762230110739","75.86687722575148","e"
"28102","0.972125","681.6677078999535","1528.986685862591","75.98067881988887","e"
"28102","0.978375","711.9621704809031","1592.7512956373089","76.18291474833121","e"
"28102","0.9846250000000001","761.2012864402454","1584.3193402200382","76.64236996393421","e"
"28102","0.9908750000000001","792.4472666517012","1496.158308493429","77.27299227987548","e"
"28102","0.997125","772.2431953344087","1459.6815191396313","77.65936479436563","e"
"28102","1.0033750000000001","740.5217535134826","1417.6295752123008","77.79620982858279","e"
"28102","1.009625","731.3145640737959","1364.9816029968597","77.78143997325738","e"
"28102","1.015875","739.8905729233924","1400.8689733803376","77.76825779844671","e"
"28102","1.022125","750.5218597284279","1453.1921067751064","77.78858715191197","e"
"28102","1.028375","738.1523872811098","1477.393300604821","77.83182657816337","e"
"28102","1.0346250000000001","706.2974725211307","1480.0083874041804","77.81658526827648","e"
"28102","1.040875","683.5379759675196","1518.2571231183988","77.63376998423213","e"
"28102","1.047125","673.0376001104662","1533.178329487824","77.15991464920717","e"
"28102","1.053375","673.4392563939717","1520.1317321096717","76.01967630408846","e"
"28102","1.059625","668.7994758675143","1594.2001113957026","73.96636445341733","e"
"28102","1.0658750000000001","583.3036076612552","1590.9899618268728","71.11158831756902","e"
"28102","1.203375","412.8162817650565","1188.7924260955142","70.96661884240027","o"
"28102","1.209625","413.742822389328","1192.4830385510238","70.65595959062672","o"
"28102","1.215875","402.61230922462283","1179.1383148454088","70.21553925144688","o"
"28102","1.2221250000000001","379.2214087871635","1151.1832551085508","69.12580433623972","o"
"28102","1.228375","384.12298517104045","1122.1013783480548","67.75806927648743","o"
"28102","1.234625","416.3482133892421","1093.4911441571492","66.81374307342566","o"
"28102","1.2408750000000002","417.99710880394235","1051.1472876180437","66.59746400682144","o"
"28102","1.247125","381.2590353563003","1033.0201637306736","66.56507579693927","o"
"28102","1.2533750000000001","408.88866268075924","1043.7835210492735","66.27712065416353","o"
"28102","1.259625","463.773766727591","1038.0742786761061","66.1367573430336","o"
"28102","1.265875","453.44618166215935","1019.8171558022898","66.22350247420506","o"
"28102","1.2721250000000002","426.93116871050574","984.9572638059444","66.38912015771857","o"
"28102","1.278375","401.3446576814099","965.9075840858623","66.19764992886779","o"
"28102","1.2846250000000001","366.54496128882965","1004.8914423136282","65.62652810739823","o"
"28102","1.290875","336.5177308113478","1081.2090121257747","65.00645236260598","o"
"28102","1.297125","337.02401303623515","1155.0556736313815","64.5297003401345","o"
"28102","1.3033750000000002","286.22023434030024","1169.2320120166596","64.13289006863339","o"
"28102","1.309625","232.41722788439642","1117.6524360379356","63.55314628028878","o"
"28102","1.3158750000000001","240.57092531360834","1110.2484752930309","63.0290600778207","o"
"28102","1.322125","724.0674570406188","1586.9201684778739","62.59473426307714","o"
"28102","1.328375","759.1946308380045","1700.0820395058927","62.1770562969785","o"
"28102","1.3346250000000002","303.03667441628613","1315.6341028992515","61.5998820837111","o"
"28102","1.340875","259.09664288080216","1300.848987289721","60.718337427996964","o"
"28102","1.3471250000000001","231.64955539417235","1343.2563336890448","59.5340261634998","o"
"28102","1.353375","761.5430658902769","1713.4973398283566","58.32113268246653","o"
"28102","1.359625","788.2854610615977","1689.8899310593642","57.571681103388556","o"
"28102","1.3658750000000002","331.38480338986136","1269.263463892449","57.21915690645245","o"
"28102","1.372125","859.4130359409746","1660.7411621978013","56.842838002669374","o"
"28102","1.3783750000000001","1416.0342669166089","2028.378672169893","56.258199068395925","o"
"28728","0.7289999999999998","592.9541646607765","1015.821571348127","74.68670412218843","o"
"28728","0.7352499999999998","595.5171602705141","989.1393187198988","77.15989771201166","o"
"28728","0.7414999999999998","605.1343907273865","989.4166679957686","78.38876804486137","o"
"28728","0.7477499999999998","613.8309784763185","993.4532010255389","78.69436376506151","o"
"28728","0.7539999999999998","610.8512443146595","986.1990132769693","79.07250091492041","o"
"28728","0.7602499999999998","609.5883670926494","971.8834591756213","79.62332441715564","o"
"28728","0.7664999999999998","610.2187480246694","955.5349633796505","80.13614558037624","o"
"28728","0.7727499999999998","604.8422736495243","942.1415919919361","80.43104126838203","o"
"28728","0.7789999999999998","601.1967828288093","936.0529397997633","80.59198174594601","o"
"28728","0.7852499999999998","600.4632050849416","934.5129387403547","80.68801567617938","o"
"28728","0.7914999999999998","598.0608831288051","936.5470836225905","80.6975030168765","o"
"28728","0.7977499999999998","595.9360823367801","947.4813950229401","80.60132049029504","o"
"28728","0.8039999999999998","598.0254468499822","960.8758078587409","80.39334834056568","o"
"28728","0.8102499999999998","610.9748556283641","981.4101841715844","80.1437920815484","o"
"28728","0.8164999999999998","626.3437583696164","1033.7181633989837","79.81163949121434","o"
"28728","0.8227499999999998","632.3518863768587","1099.8412527155597","79.4722254818506","o"
"28728","0.8289999999999998","634.8835983541583","1147.4659555588712","79.22082116068808","o"
"28728","0.8352499999999998","637.5359316754752","1171.512304298194","79.1553469461842","o"
"28728","0.8414999999999998","640.5496166920564","1177.7709324650564","78.9947737401547","o"
"28728","0.8477499999999998","647.2411593254966","1182.379546532682","78.57965911903123","o"
"28728","0.8539999999999998","655.6323917402212","1194.1350352788036","78.01768626991743","o"
"28728","0.8602499999999998","659.1428722083128","1209.443207884609","77.51043612452351","o"
"28728","0.8664999999999998","661.6352757652152","1246.8997791670981","77.11252703910499","o"
"28728","0.8727499999999998","662.8943003663104","1289.5725188406507","76.78582516655297","o"
"28728","0.8789999999999998","646.9908081367591","1309.8467064503245","76.49212169968159","o"
"28728","0.8852499999999998","607.4132709918788","1461.2184726003331","76.20642332845374","o"
"28728","0.8914999999999998","564.5565301681163","1658.2615925030077","75.92759523537714","o"
"28728","0.8977499999999998","532.4746871503594","1762.4505437267148","75.8499646942335","o"
"28728","0.9477499999999998","459.49467223498004","1816.1568445600005","74.8115476837798","i"
"28728","0.9539999999999998","459.30574280198687","1652.5050509550442","75.28303670586789","i"
"28728","0.9602499999999998","459.3655678285638","1509.2434118525157","75.67220906215901","i"
"28728","0.9664999999999998","458.25225492765287","1518.1134064084335","75.80847501624345","i"
"28728","0.9727499999999998","457.688437536473","1559.7165429611164","75.56727715486538","i"
"28728","0.9789999999999998","455.0018994257407","1620.4081384961214","74.88143866824444","i"
"28728","0.9852499999999998","451.7003146792133","1634.1335849384063","74.09613936321178","i"
"28728","0.9914999999999998","449.7687136553533","1559.671283074884","73.6400766836116","i"
"28728","0.9977499999999998","446.74221211417637","1719.104511610256","73.53431210778668","i"
"28728","1.0039999999999998","447.85393878066543","1888.6063257698052","73.53962995391359","i"
"28728","1.0102499999999996","446.7256648432868","1971.959306446776","73.42829752490788","i"
"28728","1.0164999999999997","444.4473564116173","2073.081248797109","73.4778845269727","i"
"28728","1.0227499999999998","451.2480629978468","2078.932926554533","73.33829549447385","i"
"28728","1.029","472.5861817388558","2041.5735189494615","72.7756252807969","i"
"28728","1.03525","507.51390720652","1933.9007999837866","71.88046674134388","i"
