"t","f1","f2","i","vowel","distance"
"0.9929999999999999","773.6954324378257","1471.16896233052","55.844799430621336","a","294.8643947683456"
"0.9992499999999999","639.7901232556287","1205.8703806813237","62.441318924203635","a","104.33949606304759"
"1.0054999999999998","415.7112617810674","1074.873372397129","65.68856690515035","o","109.16211061606168"
"1.0117499999999997","548.2931129762917","1123.6593649196482","65.8585844551444","o","221.95247789593986"
"1.0179999999999998","602.5683353889425","1221.5643483328458","65.21157342868689","a","125.86731627821166"
"1.0242499999999999","509.621087926065","1179.5233044672796","66.44969459977914","o","239.14439239334456"
"1.0305","548.2221214092373","1153.1480113154125","70.4810944276442","a","248.6298672753502"
"1.03675","731.7528988582652","1244.9512127773446","73.91138599254602","a","136.8016860809206"
"1.0429999999999997","839.1021891523453","1265.6020944769211","76.41731869387256","a","223.50009467542418"
"1.0492499999999998","841.4608682804346","1256.8506491205032","78.08821038038063","a","234.61021915993138"
"1.0554999999999999","845.3687553993365","1234.8930665593068","79.19767574162634","a","260.47568884002965"
"1.06175","856.2999924981685","1206.0468574500737","80.18545722851755","a","300.2531350480948"
"1.068","873.5309322857186","1207.2366545937555","80.91875749369059","a","316.2942776919631"
"1.0742499999999997","865.9295363259224","1215.599279829748","81.37816118809556","a","300.33025649617446"
"1.0804999999999998","864.9151654800881","1190.593959738664","81.66692171447224","a","324.32120574142425"
"1.0867499999999999","850.6846090879648","1167.0150505593406","82.19713751755944","a","333.6695585286242"
"1.093","835.7554312189388","1164.732918391539","82.60309522024464","a","321.02251282739985"
"1.09925","827.9094533485959","1180.4135785102294","82.88908663338957","a","297.4958748383665"
"1.1054999999999997","828.8524757858884","1189.3049888467563","83.15345438429993","a","289.5474869391321"
"1.1117499999999998","822.0824001119776","1177.2422305154605","83.5191409703731","a","294.84016959651706"
"1.1179999999999999","807.7157086249805","1167.878464896464","83.61060616119688","a","289.83724372851646"
"1.12425","841.8759387694921","1163.655819513208","83.34911086582593","a","328.2201192562842"
"1.1305","866.6552312881198","1165.5005163415415","82.99965626564563","a","351.15471494657834"
"1.1367499999999997","870.8186346948423","1164.1455366777705","82.77264592709223","a","356.6730980170719"
"1.1429999999999998","857.7788780452519","1155.346037257245","82.58494073182217","a","352.43284078800696"
"1.1492499999999999","890.238757762569","1157.9121940674438","82.16421583456216","a","382.3265636951252"
"1.1555","891.5790509253836","1160.385048765734","81.26322919212163","a","381.1940021596497"
"1.16175","833.3721751026318","1151.050285525117","80.15705730047921","a","332.32188957751475"
"1.1679999999999997","842.4101736863279","1143.1280660842451","79.38832532613428","a","349.28210760208276"
"1.1742499999999998","850.8995489643062","1144.9746212503433","79.11168550155095","a","355.9249277139629"
"1.1804999999999999","724.4436434245512","1164.7468259784457","78.86841555954213","a","209.69681744610546"
"1.18675","650.9946842660657","1176.794358595728","78.40426815124808","a","124.20032567033775"
"1.193","645.1678510947207","1175.815670801636","77.65503318113332","a","129.01647810364318"
"1.1992499999999997","646.3684920627095","1186.3658354259737","76.80937145179682","a","117.26567251131678"
"1.2054999999999998","770.2559213251056","1190.803067637456","76.21078053531495","a","229.45285368764962"
"1.2117499999999999","755.7822757380047","1174.4538342470591","75.47631538158606","a","231.32844149094558"
"1.218","614.9827747652893","1153.1659239813152","74.46658835727791","a","181.8513012533955"
"1.22425","391.2506501727123","1140.6312116774725","73.2575227601777","o","199.38056150476018"
"1.2304999999999997","264.16068769411356","1138.473875760319","72.41612115870464","u","174.3131880662055"
"1.2367499999999998","340.95672501374065","1166.435691397192","71.66325716167681","u","207.39241641093258"
"1.2429999999999999","331.4425334656998","1182.927904764465","70.75662856324999","u","214.37043823016478"
"1.24925","301.27244247383135","1222.2514802204616","69.59373729790637","u","223.523922694293"
"1.2555","296.9806700929276","1283.126534619305","68.22747358380175","u","286.14586452637735"
"1.2617499999999997","225.65231595938715","1247.02688408609","66.38939694814604","u","321.3745681267028"
"1.2679999999999998","693.7972816412243","1593.2968756368423","64.25523144586951","a","337.09415727806663"
"1.2742499999999999","823.8156386524535","1638.0096597165423","61.99084020004704","a","511.82529836899573"
"1.2805","457.8289661518966","1284.361338765921","59.75030128067354","a","207.8096950821825"
"1.28675","567.6733781984907","1245.4296969808704","57.59193351085215","a","136.8969248206389"
"1.2929999999999997","675.440456140225","1198.643116725996","56.38244186333137","a","126.7973394142291"
"1.2992499999999998","684.5445832673108","1198.8038945958297","55.91367272099629","a","135.74068867148117"
"1.3054999999999999","556.2949453442071","1202.4238754746941","56.00696775563442","a","191.28117918109876"
"1.31175","824.6954683607291","1691.742877971539","56.538485861633156","e","482.95259038919016"
"1.318","1184.808207395406","2087.8776163392167","57.32217915053813","i","996.9305910561893"
"1.3242499999999997","1178.7250131203325","2001.5165012864968","57.790016721889415","e","930.2415144068293"
"1.3304999999999998","675.7479839959894","1579.9256005539344","57.90689856861083","a","305.6735845499238"
"1.3367499999999999","651.358972588569","1598.977044951048","57.69014384287906","a","300.33601753961693"
"1.343","1151.0659839910254","2021.705040461481","57.01209701102288","e","922.7710244525065"
"1.34925","1162.3577839736274","2062.4559630709596","55.42391975367876","e","974.813747044587"
"1.3554999999999997","729.9896592234695","1650.0220404451716","53.118166524789956","e","429.96761877829795"
"1.3617499999999998","324.7369927860075","1146.137363239688","51.03057277289456","u","170.87435602569553"
"1.3679999999999999","298.34285147421315","1133.5977221865735","50.268069074955854","u","135.25487071236034"
"1.37425","244.12876174077084","1136.6946476941202","50.04095178095565","u","192.5658859533494"
