"t","f_1","f_2","f_3","f_4","f_5","i","phoneme"
"0.024249999999999817","504.7326717548103","1578.0021724888509","4249.521947424833","5448.634827804015","nan","nan","sil"
"0.030499999999999815","504.7327060578338","1577.921781350533","4249.832736868599","5448.634833958249","nan","-300.0","sil"
"0.03674999999999982","504.73451889396256","1577.7934442869623","4250.228942239034","5448.6348355933005","nan","-300.0","sil"
"0.042999999999999816","504.73717780077783","1577.7073565739222","4250.37704479525","5448.634822326213","nan","-300.0","sil"
"0.04924999999999982","504.7388305967336","1577.6359429116164","4250.622979371315","5448.634803830738","nan","-300.0","sil"
"0.05549999999999981","504.7386985746194","1577.5619511312882","4251.0017318854725","5448.634781248983","nan","-300.0","sil"
"0.06174999999999982","504.7384312294636","1577.4959009231566","4251.191522070225","5448.6347455242285","nan","-300.0","sil"
"0.06799999999999981","504.73786136760106","1577.437207968151","4251.286240948213","5448.634699095712","nan","-300.0","sil"
"0.07424999999999982","504.73828126995323","1577.42220574245","4251.309507077383","5448.634641693052","nan","-300.0","sil"
"0.08049999999999982","504.73947946722194","1577.4370506953937","4251.298029887943","5448.634574193782","nan","-300.0","sil"
"0.08674999999999983","504.73720664520505","1577.4288667469602","4251.411549616291","5448.634502061361","nan","-300.0","sil"
"0.09299999999999982","504.7344708592701","1577.4365348684573","4251.365058657209","5448.634416457265","nan","-300.0","sil"
"0.09924999999999982","504.7333410152545","1577.4744555556895","4251.1950378297115","5448.634317409236","nan","-300.0","sil"
"0.10549999999999982","504.7323738043918","1577.5540798833651","4250.9744867303325","5448.63420638581","nan","-300.0","sil"
"0.11174999999999982","504.73100521661814","1577.6499737263912","4250.66837977728","5448.634082214604","nan","-300.0","sil"
"0.11799999999999983","504.73001687196944","1577.7576298677106","4250.347922139522","5448.633947228594","nan","-300.0","sil"
"0.12424999999999982","504.73005882840454","1577.9194840588957","4249.952605317621","5448.6337982989235","nan","-300.0","sil"
"0.13049999999999984","504.72799543070306","1578.0808831092081","4249.516343885113","5448.633635527638","nan","-300.0","sil"
"0.13674999999999982","504.72288682634644","1578.197703536608","4249.090677304623","5448.633460446215","nan","-300.0","sil"
"0.14299999999999982","504.71999110977663","1578.3602659367812","4248.508977336032","5448.633267843528","nan","-300.0","sil"
"0.14924999999999983","504.72021613461845","1578.6298001235045","4247.666186255463","5448.633052401163","nan","-300.0","sil"
"0.15549999999999983","504.7185664500813","1578.8988765905024","4246.762881499642","5448.632818668171","nan","-300.0","sil"
"0.1617499999999998","504.714204612754","1579.1364448691388","4245.873548576163","5448.632569126023","nan","-300.0","sil"
"0.16799999999999982","504.71113416915034","1579.436437134869","4244.8880238063375","5448.6323000562315","nan","-300.0","sil"
"0.17424999999999982","504.7065664222228","1579.7464188954375","4243.980649070597","5448.632014075014","nan","-300.0","sil"
"0.18049999999999983","504.69976732850307","1580.0567978644337","4243.051652141428","5448.631705051872","nan","-300.0","sil"
"0.18674999999999983","504.69584978952776","1580.4519046161572","4241.781773046239","5448.6313628833705","nan","-300.0","sil"
"0.19299999999999984","504.6918178899827","1580.8622218023734","4240.345759505253","5448.630993949387","nan","-300.0","sil"
"0.19924999999999982","504.6854825118429","1581.2753659203365","4238.925549975636","5448.6305989902985","nan","-300.0","sil"
"0.20549999999999982","504.6800123091782","1581.7766712646142","4237.402568605672","5448.630168872167","nan","-300.0","sil"
"0.21174999999999983","504.6743750876374","1582.3168640427361","4235.648887481322","5448.6297001798175","nan","-300.0","sil"
"0.21799999999999983","504.66692963293974","1582.849906185968","4233.799403512992","5448.629197719667","nan","-300.0","sil"
"0.22424999999999984","504.6587908671849","1583.4407790755429","4231.9707164049705","5448.628657657009","nan","-300.0","sil"
"0.23049999999999982","504.65123527336897","1584.1279533640218","4229.938234821125","5448.62806545567","nan","-300.0","sil"
"0.23674999999999982","504.64246389775474","1584.8450174531908","4227.607689438526","5448.627417676429","nan","-300.0","sil"
"0.24299999999999983","504.6306507699673","1585.5389018965236","4225.1290916256885","5448.626719230477","nan","-300.0","sil"
"0.24924999999999983","504.6208223697022","1586.3441318463344","4222.4420279004225","5448.62595687119","nan","-300.0","sil"
"0.25549999999999984","504.61294041839653","1587.2942900967564","4219.439650577957","5448.625115638606","nan","-300.0","sil"
"0.2617499999999998","504.60267725054456","1588.2795712682637","4216.118159241951","5448.624193045378","nan","-300.0","sil"
"0.2679999999999998","504.58794465912337","1589.2613891790656","4212.77018691789","5448.623196526324","nan","-300.0","sil"
"0.2742499999999998","504.5698608093666","1590.2989308862198","4209.440355787392","5448.6221106496305","nan","-300.0","sil"
"0.2804999999999998","504.5549188025091","1591.5113133043476","4205.496539635487","5448.620895886328","nan","-300.0","sil"
"0.28674999999999984","504.54084178519656","1592.8454151445444","4200.893013595731","5448.619543235427","nan","-300.0","sil"
"0.2929999999999998","504.52242924252266","1594.199779085367","4196.12877057199","5448.61806310873","nan","-300.0","sil"
"0.29924999999999985","504.5004549123891","1595.6493342652866","4191.220974168327","5448.616427214894","nan","-300.0","sil"
"0.3054999999999998","504.47714187431893","1597.250933283964","4185.702386975541","5448.614585718881","nan","-300.0","sil"
"0.3117499999999998","504.45261479001203","1598.9718342900203","4179.5050759336655","5448.612517637549","nan","-300.0","sil"
"0.31799999999999984","504.4248382741032","1600.8011252515494","4173.1572616476205","5448.610226313949","nan","-300.0","sil"
"0.3242499999999998","504.3939882194487","1602.7777100583721","4166.484211257626","5448.607650402992","nan","-300.0","sil"
"0.33049999999999985","504.3619626305214","1604.9747552540348","4158.869384568352","5448.604700775772","nan","-300.0","sil"
"0.3367499999999998","504.3270062183735","1607.3416414911846","4150.401103745382","5448.601333289393","nan","-300.0","sil"
"0.34299999999999986","504.28630313421087","1609.8117932580897","4141.587503037977","5448.5975219367965","nan","-300.0","sil"
"0.34924999999999984","504.2420216846367","1612.47503217761","4132.054115098075","5448.5931336767835","nan","-300.0","sil"
"0.3554999999999998","504.19637698561843","1615.4294246004547","4121.1453190960365","5448.587991662727","nan","-300.0","sil"
"0.36174999999999985","504.14647965110976","1618.6189986912634","4109.4029980811565","5448.581991746717","nan","-300.0","sil"
"0.3679999999999998","504.0889294690144","1621.873099478112","4097.305198184704","5448.5750137728155","nan","-300.0","sil"
"0.37424999999999986","504.0244801674335","1625.2539984057128","4084.0521260749993","5448.566710360541","nan","-300.0","sil"
"0.38049999999999984","503.9565208938659","1628.9503945306694","4069.413647984598","5448.556684079862","nan","-300.0","sil"
"0.3867499999999998","503.8863498055897","1632.9866404161735","4053.866096203751","5448.544569251374","nan","-300.0","sil"
"0.39299999999999985","503.8082584895624","1637.109439266555","4037.5970810387","5448.529872198192","nan","-300.0","sil"
"0.3992499999999998","503.7216516549621","1641.2008159425804","4020.4630609722535","5448.511643280473","nan","-300.0","sil"
"0.40549999999999986","503.6307684277664","1645.333015735277","4002.5253682587354","5448.488656245678","nan","-300.0","sil"
"0.41174999999999984","503.53604965280533","1649.5007623165097","3984.347978041693","5448.459556375762","nan","-300.0","sil"
"0.4179999999999998","503.4402502618125","1653.7175633597785","3965.880628323456","5448.422661497858","nan","-300.0","sil"
"0.42424999999999985","503.34451006539416","1657.798556247044","3947.282950736484","5448.375404106177","nan","-300.0","sil"
"0.4304999999999998","503.2493426298445","1661.5317173048902","3929.431086297921","5448.316236610018","nan","-300.0","sil"
"0.43674999999999986","503.15994615789066","1664.9830444393428","3912.9157685141918","5448.251118140349","nan","-300.0","sil"
"0.44299999999999984","503.08394031431146","1668.1933424449123","3898.3863925026562","5448.2178408333675","nan","-300.0","sil"
"0.4492499999999998","503.0229625156329","1670.9823512343432","3886.855136625466","5448.403933884561","nan","-300.0","sil"
"0.45549999999999985","502.9837187595847","1673.4196450971176","3879.9153496076324","nan","nan","-300.0","sil"
"0.4617499999999998","502.98523918848775","1675.9388997663114","3880.6639694418473","nan","nan","-300.0","sil"
"0.46799999999999986","503.0197181973897","1678.1578889783682","3887.670269460738","nan","nan","-300.0","sil"
"0.47424999999999984","503.01508065876004","1677.7875469825765","3885.92250515278","nan","nan","-300.0","sil"
"0.4804999999999998","502.98585937036154","1675.3183584312421","3879.1904005735432","5449.677803599191","nan","-300.0","sil"
"0.48674999999999985","503.0000962466944","1672.938956962725","3881.701903521832","5449.030906064259","nan","-300.0","sil"
"0.4929999999999998","503.0499660150576","1670.5400245128762","3890.370622462727","5448.294454226934","nan","-300.0","sil"
"0.49924999999999986","503.1224620950104","1667.820003757503","3902.663527012499","5448.22305975263","nan","-300.0","sil"
"0.5054999999999998","503.2072629396731","1664.6631255883399","3917.790427678541","5448.275528562152","nan","-300.0","sil"
"0.5117499999999998","503.29749680328314","1661.0234783315846","3935.1889274259806","5448.340787494875","nan","-300.0","sil"
"0.5179999999999998","503.3924725310669","1657.0912489829204","3953.500614105986","5448.39630853901","nan","-300.0","sil"
"0.5242499999999999","503.49255694854367","1653.1111649292648","3971.9280519119393","5448.4404889055495","nan","-300.0","sil"
"0.5304999999999999","503.5914805617508","1648.977636485138","3990.521528138668","5448.475488766995","nan","-300.0","sil"
"0.5367499999999998","503.68419669839864","1644.6425535785552","4009.102940701111","5448.503107478455","nan","-300.0","sil"
"0.5429999999999998","503.773333830011","1640.4032222210985","4026.9091424467874","5448.525054452906","nan","-300.0","sil"
"0.5492499999999998","503.86013708380403","1636.3450158882526","4043.687925774382","5448.54285430549","nan","-300.0","sil"
"0.5554999999999999","503.94068680244527","1632.3552938685916","4059.8088372001503","5448.557661911929","nan","-300.0","sil"
"0.5617499999999999","504.0131804567977","1628.4708005420052","4075.082746070867","5448.570075737356","nan","-300.0","sil"
"0.5679999999999998","504.0789188080794","1624.7774666582518","4089.3074116128037","5448.580600516224","nan","-300.0","sil"
"0.5742499999999998","504.1412714731472","1621.3675593173946","4102.527341342789","5448.589750950972","nan","-300.0","sil"
"0.5804999999999998","504.199685057856","1618.1446305096906","4114.693659549836","5448.597914732637","nan","-300.0","sil"
"0.5867499999999999","504.25179848833733","1615.0662257213482","4125.8058893758425","5448.605289137196","nan","-300.0","sil"
"0.5929999999999999","504.2973092325107","1612.184828574538","4136.10259930601","5448.612074202056","nan","-300.0","sil"
"0.5992499999999998","504.3364889695631","1609.4579955687962","4145.8404463808265","5448.618525255035","nan","-300.0","sil"
"0.6054999999999998","504.37152841719","1606.8920813175719","4154.941249199617","5448.624868437295","nan","-300.0","sil"
