"t","f_1","f_2","f_3","f_4","f_5","i","phoneme"
"0.02262499999999983","504.4975800950963","1579.5005000721758","4243.957934977804","5448.6187195448865","nan","nan","sil"
"0.028874999999999828","504.5018988935348","1579.2846516485406","4244.701952833884","5448.619080010888","nan","-300.0","sil"
"0.03512499999999983","504.5104733911054","1578.87907404933","4245.973117081692","5448.619745359409","nan","-300.0","sil"
"0.04137499999999983","504.5185744098825","1578.5451004695356","4246.970397885672","5448.620304674464","nan","-300.0","sil"
"0.047624999999999834","504.52511382103154","1578.2511269021882","4247.816886221995","5448.62077262387","nan","-300.0","sil"
"0.053874999999999826","504.5287823606816","1577.9674537779797","4248.663133426492","5448.621162821062","nan","-300.0","sil"
"0.06012499999999983","504.52978781050945","1577.7116900768592","4249.569117485192","5448.621477338847","nan","-300.0","sil"
"0.06637499999999982","504.53139377430256","1577.521299681808","4250.324824617718","5448.621711838002","nan","-300.0","sil"
"0.07262499999999983","504.5338316974413","1577.4112345463177","4250.819102888825","5448.621867337587","nan","-300.0","sil"
"0.07887499999999983","504.53698151498196","1577.3567084716426","4250.9619279652","5448.621944158016","nan","-300.0","sil"
"0.08512499999999984","504.54073772127765","1577.365288901272","4250.801932340206","5448.621942741023","nan","-300.0","sil"
"0.09137499999999983","504.5406828961164","1577.3733271745375","4250.721946162517","5448.621876054807","nan","-300.0","sil"
"0.09762499999999984","504.53629486937433","1577.3541806733806","4250.721361660095","5448.621743106469","nan","-300.0","sil"
"0.10387499999999983","504.53192804346133","1577.3928340925715","4250.522050057781","5448.621532133466","nan","-300.0","sil"
"0.11012499999999983","504.5280249372111","1577.5044617350377","4250.265374990677","5448.621244969483","nan","-300.0","sil"
"0.11637499999999984","504.52294309749766","1577.6559313918317","4249.947821624158","5448.620881631792","nan","-300.0","sil"
"0.12262499999999983","504.5171981570481","1577.8530585935068","4249.380276587864","5448.6204293878445","nan","-300.0","sil"
"0.12887499999999985","504.51268580113816","1578.1393986268904","4248.477218047658","5448.619876590843","nan","-300.0","sil"
"0.13512499999999983","504.5076733157581","1578.4808974009065","4247.29519029904","5448.619221030659","nan","-300.0","sil"
"0.14137499999999983","504.50006127580934","1578.8492655758569","4246.091634350791","5448.6184674332035","nan","-300.0","sil"
"0.14762499999999984","504.49256538771965","1579.3185680254455","4244.74897861819","5448.61759636313","nan","-300.0","sil"
"0.15387499999999985","504.48522463734855","1579.8592940966364","4242.979259379498","5448.616581636449","nan","-300.0","sil"
"0.16012499999999982","504.47309641712246","1580.381278265092","4241.07206449499","5448.615422798548","nan","-300.0","sil"
"0.16637499999999983","504.45698791872303","1580.961199969001","4239.263800822471","5448.614119165793","nan","-300.0","sil"
"0.17262499999999983","504.43928602064744","1581.634911874878","4237.259926004672","5448.612631203972","nan","-300.0","sil"
"0.17887499999999984","504.4181880439251","1582.3664333205338","4234.753916790198","5448.610913650316","nan","-300.0","sil"
"0.18512499999999985","504.39851722397077","1583.2426013586942","4231.733236067474","5448.60894262882","nan","-300.0","sil"
"0.19137499999999985","504.38041863027024","1584.2725011283123","4228.378098751822","5448.606702980938","nan","-300.0","sil"
"0.19762499999999983","504.35721866854624","1585.3957516384944","4224.717659755423","5448.604134419922","nan","-300.0","sil"
"0.20387499999999983","504.32799291656517","1586.6371242603655","4220.738477682871","5448.601160495539","nan","-300.0","sil"
"0.21012499999999984","504.294463529346","1588.0413748698093","4216.446711940982","5448.597724254318","nan","-300.0","sil"
"0.21637499999999985","504.25857483139646","1589.6177880535572","4211.538929600307","5448.593756970335","nan","-300.0","sil"
"0.22262499999999985","504.219025697747","1591.3675470241342","4205.742581585855","5448.589106042874","nan","-300.0","sil"
"0.22887499999999983","504.17572766684447","1593.3801641911534","4198.909033459646","5448.583585998616","nan","-300.0","sil"
"0.23512499999999983","504.1281908903583","1595.69921432512","4191.081407303591","5448.57703037972","nan","-300.0","sil"
"0.24137499999999984","504.07275603375","1598.2632141490722","4182.3205535048055","5448.569247604588","nan","-300.0","sil"
"0.24762499999999985","504.00781256855703","1601.1286612709591","4172.4481478365615","5448.559833818628","nan","-300.0","sil"
"0.25387499999999985","503.9336193990256","1604.4116516200372","4161.328778807177","5448.548249791969","nan","-300.0","sil"
"0.26012499999999983","503.8501678055155","1608.1244781216124","4148.550311520352","5448.5338732901955","nan","-300.0","sil"
"0.2663749999999998","503.7560566586087","1612.254370147051","4133.880528423212","5448.515908960117","nan","-300.0","sil"
"0.27262499999999984","503.64731167109755","1616.855196329699","4117.047915355232","5448.492844251574","nan","-300.0","sil"
"0.2788749999999998","503.5215476925445","1622.0147910664366","4097.938645583022","5448.462436912213","nan","-300.0","sil"
"0.28512499999999985","503.3818346323974","1627.7921373136223","4076.3928019341397","5448.421534865709","nan","-300.0","sil"
"0.29137499999999983","503.22759111555337","1634.0679165945307","4052.2464504168565","5448.365338764368","nan","-300.0","sil"
"0.29762499999999986","503.0562805788909","1640.7579536461694","4025.6584401674804","5448.284403316132","nan","-300.0","sil"
"0.30387499999999984","502.8665688034954","1647.6552062389305","3997.0976211123125","5448.1617542587865","nan","-300.0","sil"
"0.3101249999999998","502.66613000724186","1654.4484629945207","3967.626728219256","5447.965967409754","nan","-300.0","sil"
"0.31637499999999985","502.4697215950323","1660.8492334479686","3938.8581604755855","5447.63545345428","nan","-300.0","sil"
"0.32262499999999983","502.2910320679495","1666.5212484989981","3912.722949151789","5447.03001593634","nan","-300.0","sil"
"0.32887499999999986","502.1445112593931","1671.0227302003486","3892.0751264171104","5445.916108833148","nan","-300.0","sil"
