"t","f_1","f_2","f_3","f_4","f_5","i","phoneme"
"0.02274999999999976","504.8911627702552","1595.3972440631394","4192.250796118371","5448.608714660266","nan","nan","sil"
"0.02899999999999976","504.8810743132426","1595.6468098658102","4191.342138602803","5448.609295659778","nan","nan","sil"
"0.03524999999999976","504.8620638727941","1596.198811808329","4189.3536789178215","5448.6103721584905","nan","-300.0","sil"
"0.04149999999999976","504.84528996943015","1596.8497956064296","4187.1128869935765","5448.611280335617","nan","-300.0","sil"
"0.047749999999999765","504.82918283910817","1597.559552805484","4184.668132420581","5448.612028393964","nan","-300.0","sil"
"0.053999999999999757","504.8127176889531","1598.3015417824577","4182.089543633718","5448.612628008331","nan","-300.0","sil"
"0.06024999999999976","504.7952389512071","1599.0729378363171","4179.330276653054","5448.613093067745","nan","-300.0","sil"
"0.06649999999999975","504.7772482490029","1599.89947804496","4176.285257214036","5448.613432565698","nan","-300.0","sil"
"0.07274999999999976","504.7597051708713","1600.8061827813772","4173.013212099266","5448.613650778616","nan","-300.0","sil"
"0.07899999999999976","504.7424200688123","1601.7742459936708","4169.57322640263","5448.61375384866","nan","-300.0","sil"
"0.08524999999999977","504.7254645577215","1602.8249820801634","4165.885697144759","5448.613743933147","nan","-300.0","sil"
"0.09149999999999976","504.7079047471972","1603.9577797225245","4161.9261650753415","5448.613622590145","nan","-300.0","sil"
"0.09774999999999977","504.6890982125342","1605.140246946257","4157.736823931264","5448.613389332864","nan","-300.0","sil"
"0.10399999999999976","504.6696132020454","1606.382513756727","4153.272394415989","5448.613043521581","nan","-300.0","sil"
"0.11024999999999976","504.6489992558519","1607.7048798047567","4148.517200078668","5448.612581026966","nan","-300.0","sil"
"0.11649999999999977","504.62705544184956","1609.1036665562035","4143.455687866392","5448.6119949737395","nan","-300.0","sil"
"0.12274999999999976","504.60417647801836","1610.5767429305183","4138.0749893260245","5448.611280287924","nan","-300.0","sil"
"0.12899999999999978","504.5800186760927","1612.1191871435306","4132.400498980557","5448.610435885006","nan","-300.0","sil"
