"t","f1","f2","i","vowel","distance","std_to_vowel"
"0.6166249999999999","401.20154467368434","734.7493292609508","52.55946800365885","non_vocal_u","283.01325637997024","243.9905349754591"
"0.6228749999999998","430.69280966419666","726.6389068637732","56.2567658475503","non_vocal_u","261.6324137866356","243.9905349754591"
"0.6291249999999998","448.6540531468345","738.6399888519759","59.48885849670271","non_vocal_u","259.4211787054048","243.9905349754591"
"0.6353749999999998","469.31994375723934","758.5662013779075","62.41268622431982","non_vocal_u","260.16085678987804","243.9905349754591"
"0.6416249999999999","481.4718352187541","746.5141707245539","65.02804471080569","non_vocal_u","284.36477890474646","243.9905349754591"
"0.6478749999999999","484.39846924911734","728.2438757859993","67.25376323439893","non_vocal_u","305.56170787366426","243.9905349754591"
"0.6541249999999998","485.38023794247545","733.244056384515","69.30036720138905","non_vocal_u","301.54329596850664","243.9905349754591"
"0.6603749999999998","482.99593276883985","740.2479179237034","71.04076819042817","non_vocal_u","292.15512925568265","243.9905349754591"
"0.6666249999999998","478.1619148015835","743.1343491171749","72.30544326486529","non_vocal_u","284.43468009495484","243.9905349754591"
"0.6728749999999999","474.72277894790847","748.0447425985474","73.00740024034077","non_vocal_u","276.0851507599073","243.9905349754591"
"0.6791249999999999","471.21987546899265","752.9569675326427","73.23244363050392","non_vocal_u","267.6700223468962","243.9905349754591"
"0.6853749999999998","468.7507546917277","753.2629999764636","72.9530061781949","non_vocal_u","264.8948691258104","243.9905349754591"
"0.6916249999999998","468.96041904122643","759.1511476059703","72.24788906369433","non_vocal_u","259.21638584580234","243.9905349754591"
"0.6978749999999998","469.2817317219758","761.4842917774779","71.38715268483237","non_vocal_u","257.20455435504414","243.9905349754591"
"0.7041249999999999","468.1025379276939","749.7209254207523","70.70827764574082","non_vocal_u","267.7887269174878","243.9905349754591"
"0.7103749999999999","465.4493386365812","755.2290818274463","70.38122041790558","non_vocal_u","259.62737121968115","243.9905349754591"
"0.7166249999999998","463.9439477654741","771.9525818352076","70.25201791907655","u","241.39848034081268","243.9905349754591"
"0.7228749999999998","460.4759882288049","768.6384786367862","70.06227169217632","u","241.24462400256493","243.9905349754591"
"0.7291249999999998","457.606740918732","762.4205345557963","69.67489937444878","non_vocal_u","244.59332077348193","243.9905349754591"
"0.7353749999999999","458.9454563147353","774.4503265200925","69.14178893471399","u","233.902244205189","243.9905349754591"
"0.7416249999999999","460.4049514493794","784.5606079869019","68.72122411010363","u","225.2514578730237","243.9905349754591"
"0.7478749999999998","462.6163375598611","787.3932961188593","68.26605239710864","u","224.630155851548","243.9905349754591"
"0.7541249999999998","457.7094236015853","796.4804528872608","67.69138242089711","u","210.63608512487076","243.9905349754591"
"0.7603749999999998","450.9024590034669","805.8953091585977","66.9978602761062","u","194.41426425541545","243.9905349754591"
"0.7666249999999999","455.4978679067623","814.0093827106273","66.4409124458384","u","190.89559960668123","243.9905349754591"
"0.7728749999999999","462.28167043621556","820.7356193930452","65.81017375166034","u","190.95316545371657","243.9905349754591"
"0.7791249999999998","463.8808099681743","828.0491758305706","64.96028975483075","u","185.23874854814994","243.9905349754591"
"0.7853749999999998","467.6999489796191","823.6204682256753","63.844335070883865","u","193.48659516449004","243.9905349754591"
"0.7916249999999998","476.92434857554827","782.0013391056859","62.50268986480412","non_vocal_u","244.33012388040856","243.9905349754591"
"0.7978749999999999","491.90287502175204","739.8249372681674","60.801461861673715","non_vocal_u","301.4850521641308","243.9905349754591"
"0.8041249999999999","521.0764715839748","666.4058646195224","58.74734238574763","non_vocal_u","404.07772137499865","243.9905349754591"
"0.8103749999999998","556.6306525894529","1430.740086656145","56.8666253656245","non_vocal_a","209.2863978200429","166.82556338596677"
"0.8166249999999998","528.0899506559496","1463.5100443905321","55.576791259106706","non_vocal_e","189.71680550825852","188.3450241270459"
"0.8228749999999998","485.08481266902436","737.3297702967096","54.714721662498825","non_vocal_u","297.16215678286096","243.9905349754591"
"0.8291249999999999","507.704936241675","673.6799077471336","52.881064108698126","non_vocal_u","383.43214290508763","243.9905349754591"
"0.8353749999999999","503.8852041824049","1074.711965956125","50.039290146153355","o","28.799468504377785","230.84274631247337"
