"t","f1","f2","i","vowel","distance","std_to_vowel"
"0.5366249999999999","411.9448825979532","1491.2364724135318","50.691353438162466","i","195.7101137297443","205.9036321314839"
"0.5428749999999999","294.8812805190803","1497.475924423127","51.3188799696202","non_vocal_i","247.31081552734668","205.9036321314839"
"0.5491249999999999","218.6398352050621","1492.0036070126182","51.60426224826797","non_vocal_i","329.02457825187366","205.9036321314839"
"0.555375","220.92335454750713","1490.13486004251","51.51106459380013","non_vocal_i","328.60980587953696","205.9036321314839"
"0.5616249999999999","241.8137483712825","1515.6694363824145","51.33869759233462","non_vocal_i","282.18483571585705","205.9036321314839"
"0.5678749999999999","249.10385746426385","1564.5420468643042","51.555319121397424","non_vocal_i","226.02211614098593","205.9036321314839"
"0.5741249999999999","972.3440460723201","1766.1137670474432","52.028031619795065","non_vocal_e","623.6372836189627","188.3450241270459"
"0.5803749999999999","1396.9488269410024","1885.1793238427863","52.43871908909715","non_vocal_e","1167.307621282988","188.3450241270459"
"0.586625","1104.611565314654","1789.7476557957484","52.66388036567137","non_vocal_e","779.5386916096018","188.3450241270459"
"0.5928749999999999","1289.0681551316911","1734.082196783593","52.63136511649466","non_vocal_e","908.3298224144835","188.3450241270459"
"0.5991249999999999","1401.0087407543988","1730.8758450870355","52.293069182520746","non_vocal_e","1017.0640563406337","188.3450241270459"
"0.6053749999999999","1457.3532961381559","1757.0864959812743","51.754507883546594","non_vocal_e","1099.6192626186296","188.3450241270459"
"0.6116249999999999","849.559380531825","1641.480345107742","51.22677549078673","non_vocal_e","376.2191961387665","188.3450241270459"
"0.617875","160.86875721786345","1491.2611190641705","50.88248096250139","non_vocal_i","387.53814418752","205.9036321314839"
"0.6241249999999999","118.38026859622641","1440.1913523712624","50.756036691280194","non_vocal_i","481.0963995020652","205.9036321314839"
"0.6303749999999999","146.07077975922516","1377.4985334463895","50.26412294854599","non_vocal_i","516.0987072639393","205.9036321314839"
"0.9366249999999999","646.3265403585476","1728.1309011280678","56.41279239006436","non_vocal_e","259.6369119858148","188.3450241270459"
"0.9428749999999999","466.30109198711807","1720.5665945844296","63.42930297598798","e","129.12860335447044","188.3450241270459"
"0.9491249999999999","456.1663110041547","1743.659589964917","68.12916189121253","i","160.1578804995176","205.9036321314839"
"0.955375","472.6145950138557","1757.860451267694","71.17114025813262","e","160.1089570109973","188.3450241270459"
"0.961625","484.9313500039923","1811.879514664863","73.09696938437807","non_vocal_e","201.81126541802973","188.3450241270459"
"0.9678749999999999","493.1219492723103","1865.9562316958027","74.29092695295947","non_vocal_e","247.6973831806513","188.3450241270459"
"0.9741249999999999","490.2394184499391","1869.992831191225","74.9269501855197","non_vocal_e","254.61651349844476","188.3450241270459"
"0.9803749999999999","480.88284950566947","1884.2170668649615","75.16486033113884","non_vocal_e","278.1973181164509","188.3450241270459"
"0.986625","480.7761220839607","1895.2531466403886","75.20435199213726","non_vocal_e","289.3401253135869","188.3450241270459"
"0.992875","490.71032512240424","1890.2694423683238","75.16703545200848","non_vocal_e","274.42221800307846","188.3450241270459"
"0.9991249999999999","501.6156321703969","1900.4830751526924","75.02713608104945","non_vocal_e","287.27817782228874","188.3450241270459"
"1.005375","507.7197894966862","1920.1143023753098","74.62807683583752","non_vocal_e","313.01356237119535","188.3450241270459"
"1.011625","511.69232117304887","1951.0527288194571","74.09766379649321","non_vocal_e","347.9245204917054","188.3450241270459"
"1.017875","521.9939513276264","1985.1351926432474","73.62741490283837","non_vocal_e","392.30861447007317","188.3450241270459"
"1.024125","532.6079141992149","1991.711100188632","73.40204833995593","non_vocal_e","409.4984848870462","188.3450241270459"
"1.0303749999999998","534.4192946468006","1985.0660816903398","73.42509588955014","non_vocal_e","404.66484683633985","188.3450241270459"
"1.036625","534.5746624457337","1986.8045598809563","73.31608667527362","non_vocal_e","406.55869282588935","188.3450241270459"
"1.042875","533.9613309989907","1994.3953263019557","72.94983792876981","non_vocal_e","413.5361278001458","188.3450241270459"
"1.049125","541.6382162418424","1993.4888516291894","72.33720226465547","non_vocal_e","420.30653837023124","188.3450241270459"
"1.0553749999999997","561.4809815644701","1999.1149884760493","71.6281715893673","non_vocal_e","445.77544053971883","188.3450241270459"
"1.0616249999999998","573.7229898783014","2021.9474146819753","70.8047796311561","non_vocal_e","480.84987505947606","188.3450241270459"
"1.067875","579.6133334721654","2014.576277405921","70.04746591529374","non_vocal_e","479.36908137728585","188.3450241270459"
"1.074125","569.22148954724","2008.8533895810087","69.46950272988518","non_vocal_e","463.25434962744816","188.3450241270459"
"1.080375","562.7322473781353","2077.2282426014235","69.08573841980036","non_vocal_e","525.1399604787582","188.3450241270459"
"1.0866249999999997","548.0380079748527","2080.203224835587","68.65657245100061","non_vocal_e","513.4207033096393","188.3450241270459"
"1.0928749999999998","508.4932445644671","2027.1134594122761","68.13246091736549","non_vocal_e","420.78617447594263","188.3450241270459"
"1.099125","547.2706072202772","2023.6822508979699","67.5947298752919","non_vocal_e","456.13232861744643","188.3450241270459"
"1.105375","626.6618220961514","1936.8854474819077","67.01427886886275","non_vocal_e","448.72674007725846","188.3450241270459"
"1.111625","632.8791752695106","1739.757802492653","66.25909590057054","non_vocal_e","257.8164482613629","188.3450241270459"
"1.1178749999999997","481.9187805104226","1250.568090293812","65.43897837479805","o","173.75144181289858","230.84274631247337"
"1.1241249999999998","627.4006035538005","1553.6539524927289","64.79964996182183","non_vocal_e","198.88355030391267","188.3450241270459"
"1.130375","913.3756394355647","2241.4721110957103","64.2487471729726","non_vocal_e","1040.0272210304743","188.3450241270459"
