"t","f1","f2","i","vowel","distance"
"0.4728749999999998","711.1488327224899","1667.9357651811313","50.519518841738495","e","264.2640684028206"
"0.4791249999999998","356.61102401363985","1201.1319886041028","50.17533132658664","o","249.62309661997216"
"0.5541249999999999","424.3683373909387","1148.8562626959197","50.28363907689521","o","129.59005733449015"
"0.5603749999999998","404.5075095799134","1192.9296355256954","51.02264709351779","o","193.52425797529116"
"0.5666249999999998","392.5501270438177","1256.1991910610332","50.38342235706052","o","268.7511960467246"
"0.5916249999999998","697.7943309256013","1733.2349082714563","50.385548945384585","e","316.2087096962571"
"0.5978749999999998","999.6975715158787","1537.537102930488","51.58629484820929","a","506.7215719126815"
"0.6041249999999998","1166.1058262547206","1616.2626250172566","51.65162340609676","e","674.980100480305"
"0.6103749999999998","663.139621063815","1602.2653207363087","50.82658554526352","e","186.01119957034734"
"0.6416249999999999","816.487952419347","1919.9395585940806","50.265861579889446","e","621.606981512627"
"0.6478749999999999","671.6282177352039","1680.914138735774","50.266219405928304","e","237.7218269701773"
"0.6541249999999998","552.3361524625424","1422.188734575046","50.516257375458544","a","205.02954586585452"
"0.6603749999999998","464.78297012519215","1324.8401190357063","51.6843850507723","a","240.8900133727867"
"0.6666249999999998","307.75183702587236","1183.0402349279789","52.59158666158726","o","280.3905299316157"
"0.6728749999999999","440.05932531329546","1070.468575190989","52.32106250684538","u","91.56377018967902"
"0.6791249999999999","725.1398652065675","1067.0904383752336","51.06724796666272","o","252.94729480182474"
"0.6853749999999998","609.0166260787834","1034.528794574466","50.958888118065424","o","169.38569947480818"
"0.6916249999999998","772.3779280893407","1614.5529940975518","51.33615602096102","e","282.9618332346299"
"0.6978749999999998","812.6627080930247","1703.184384294495","51.46624174133802","e","401.02656288671903"
"0.7041249999999999","579.7448087260316","1215.3296989401986","50.80649435364322","o","187.67786902332256"
"0.7103749999999999","648.859655823502","1180.319131875122","50.02121411394242","a","201.33431483506126"
"0.7166249999999998","426.4158772819849","1098.2639283975573","50.16744346700691","o","82.71683296336545"
"0.7228749999999998","595.084483891909","1557.1611455855555","50.44485464031322","e","163.06023754919465"
"0.7291249999999998","721.5188268402051","1542.9834230559368","50.447528261177894","a","233.98914736245672"
"0.7353749999999999","543.3922236426833","1074.2218777654086","50.610888941896","o","64.06821384776555"
"0.7416249999999999","857.6626062008984","1552.219384585984","51.96639344989044","a","379.36888825319727"
"0.7478749999999998","823.8432618208712","1491.0309901806677","52.245065245242216","a","284.3611494678538"
"0.7541249999999998","679.6924301488004","1067.9116615999258","51.156628433632754","o","206.6786365193655"
"0.7666249999999999","902.6875502135767","1968.3452798073924","50.47799055188638","e","756.2123005201686"
"0.7728749999999999","704.3273562506233","1632.5536824280437","51.43565182836844","e","222.06050917786638"
"0.7791249999999998","435.07216955811845","1306.974125623729","53.619084125526","o","277.00408809511964"
"0.7853749999999998","409.9639643250091","1411.4710221543685","58.9948504389513","i","273.49464571596354"
"0.7916249999999998","737.3778103815541","1441.767614805039","69.47629544107147","a","148.6323226529081"
"0.7978749999999999","1094.7471892034337","1432.8748328285708","75.83022270739355","a","497.1089194983193"
"0.8041249999999999","1081.7150717913605","1465.2444166342807","78.81913253947204","a","516.4463858919561"
"0.8103749999999998","1085.9081473009865","1485.3629546221264","78.70076968389976","a","540.7579993894277"
"0.8166249999999998","1049.3851903582058","1519.6657749689616","76.4407923037645","a","538.5378627934823"
"0.8228749999999998","981.1831825713332","1540.8295074609632","74.54572275381618","a","491.4995874986113"
"0.8291249999999999","940.681025134139","1523.7019760812395","75.65866101523856","a","433.86989868169337"
"0.8353749999999999","880.5198855837712","1528.0092815375951","77.90134585314745","a","378.01606458768117"
"0.8416249999999998","849.3881589493217","1537.0111349079775","79.76694507096742","a","355.88619132361407"
"0.8478749999999998","866.4827034898349","1501.9237203439639","80.30796871835057","a","337.8933213001136"
"0.8541249999999998","872.4961973823538","1480.227462634623","80.03509587312209","a","322.2105574832916"
"0.8603749999999999","884.7650679187562","1497.5940252677647","79.88259837724029","a","351.8459906528358"
"0.8666249999999999","903.3666753998982","1396.8999584714966","79.83209773737241","a","269.75353133770966"
"0.8728749999999998","935.7974798675962","1315.3341822190832","79.84461274042712","a","285.2863338951621"
"0.8791249999999998","772.6436742428497","1199.3935481439826","80.17835157648211","a","238.07316234551627"
"0.8853749999999998","594.6324676076953","1070.2454815226251","81.01229118393717","o","119.28485405556097"
"0.8916249999999999","721.3640859893812","978.9212045350503","81.55666450589459","u","291.8499958648772"
"0.8978749999999999","858.0886511691828","894.2044437438465","81.58986484197624","u","513.2913218358825"
"0.9041249999999998","893.3750719426612","916.2606763546642","81.25977316766213","u","526.5215099985433"
"0.9103749999999998","906.9564260690368","910.1975544073516","81.00454946874602","u","546.1659860722314"
"0.9166249999999998","885.9134972012275","917.9214669117523","80.8866177299484","u","517.3991447000215"
"0.9228749999999999","863.4005963706371","1031.7508614446313","80.93162240915693","o","426.5476028964967"
"0.9291249999999999","864.9307211662046","1244.0958716445193","81.06414502240476","a","285.6578857683345"
"0.9353749999999998","870.8201048989864","1427.9084905633308","81.09089732677374","a","268.2154929286321"
"0.9416249999999998","867.7052912027784","1496.7710219390315","80.86410029714098","a","333.96321060812477"
"0.9478749999999998","862.8975778595769","1472.8378449598183","80.5104909017739","a","305.2223202857101"
"0.9541249999999999","871.9141821922226","1417.3098242304845","80.1062989449567","a","258.710903889022"
"0.9603749999999999","894.5730832511548","1389.6672693361556","79.69209415591043","a","253.7272500536253"
"0.9666249999999998","900.0353975864084","1418.8145519043728","79.275304163205","a","288.3368469570961"
"0.9728749999999998","883.3344355727124","1444.504455466708","78.39240697445808","a","297.3257885057352"
"0.9791249999999998","862.2593596868592","1418.7950471540462","77.03932183359304","a","250.54130430722023"
"0.9853749999999999","838.5960673184316","1396.096728491771","75.44040850682244","a","204.17969327651747"
"0.9916249999999999","826.1419328715804","1440.9351438318624","74.01915389235216","a","236.56397416975767"
"0.9978749999999998","864.1339570942619","1439.0231854183799","73.22673518628557","a","272.6440399789566"
"1.0041249999999997","883.9751493072757","1341.2591370226157","73.55056833632163","a","207.53904853130916"
"1.0103749999999998","899.3792667551788","1307.5371524046486","74.38601481925075","a","256.6651505971794"
"1.016625","907.9788691940448","1355.9058906426476","74.99473083112231","a","233.37165730300728"
"1.022875","910.6348060832411","1369.224755040188","75.06336007856947","a","249.34645858974397"
"1.0291249999999998","925.4849071789138","1385.1541741894675","75.36793657959726","a","280.1259788346962"
"1.035375","885.5439096406735","1407.4002012511437","75.68015908198343","a","262.4310083581321"
"1.0416249999999998","890.7619116505582","1406.5985413468038","75.73246323310462","a","266.8473504636769"
